agent_family,origin,session_id,first_timestamp,last_timestamp,total_messages,user_messages,assistant_messages,avg_chars,project_name,thread_title,duration_minutes
claude,data_snapshot:prox-200-maki-20260319,48220241-e593-4a48-8a86-9035ad4e7e34,2026-02-17 17:30:57.589000+09:00,2026-02-17 17:46:57.622000+09:00,28,3,25,54.42857142857143,OpenClaw-Alternatives,,16.00055
claude,data_snapshot:prox-200-maki-20260319,4897a15c-408d-4251-8be3-a1dc5dd890a3,2026-02-13 00:03:45.836000+09:00,2026-02-13 00:03:49.083000+09:00,3,1,2,12.0,maki,,0.05411666666666667
claude,data_snapshot:prox-200-maki-20260319,48cb96c5-0827-4bd2-b0e3-d4efc3f243cd,2026-02-09 21:58:31.520000+09:00,2026-02-09 22:23:44.267000+09:00,159,14,145,410.72327044025155,momu,,25.21245
claude,data_snapshot:prox-200-maki-20260319,490bcab9-d9ae-4286-bb58-7d0364f7c244,2026-01-30 06:06:47.352000+09:00,2026-01-30 06:25:44.678000+09:00,19,6,13,329.57894736842104,Cinderella,,18.955433333333335
claude,data_snapshot:prox-200-maki-20260319,4aad10c8-abd3-49b3-b9c1-7fb451256ba2,2026-02-08 13:42:18.779000+09:00,2026-02-08 13:46:03.964000+09:00,19,2,17,26.05263157894737,remotion-example,,3.7530833333333335
claude,data_snapshot:prox-200-maki-20260319,4b551607-1287-41b3-992d-322fae7db647,2026-02-10 23:12:29.265000+09:00,2026-02-10 23:24:58.638000+09:00,196,3,193,190.60204081632654,nannj,,12.489550000000001
claude,data_snapshot:prox-200-maki-20260319,4b860c96-f1dd-4e5a-8621-60a9d2b79990,2026-02-05 00:54:49.279000+09:00,2026-02-05 00:57:54.770000+09:00,16,2,14,36.125,zero-cc,,3.0915166666666667
claude,data_snapshot:prox-200-maki-20260319,4bc071fc-ce4c-41d8-8c15-ee9c7f9b22d0,2026-02-05 21:24:06.452000+09:00,2026-02-05 21:27:00.972000+09:00,61,5,56,188.5737704918033,Cinderella,,2.908666666666667
claude,data_snapshot:prox-200-maki-20260319,4cd16621-00cf-4b14-96cc-6afb24b7823f,2026-03-03 19:12:58.228000+09:00,2026-03-03 19:14:12.581000+09:00,12,1,11,27.0,ai-agent-desktop-ubuntu,,1.2392166666666666
claude,data_snapshot:prox-200-maki-20260319,4f40a8da-4902-4008-af84-b9a2fa849cc3,2026-02-03 20:08:04.272000+09:00,2026-02-03 20:38:36.266000+09:00,57,6,51,103.94736842105263,cbot,,30.53323333333333
claude,data_snapshot:prox-200-maki-20260319,52010a82-f899-42a8-ae1d-b0654d1e0fbe,2026-02-07 05:37:12.258000+09:00,2026-02-07 05:38:16.143000+09:00,2,2,0,44.0,Tidefront-Fleetline,,1.0647499999999999
claude,data_snapshot:prox-200-maki-20260319,527882cf-ffa2-4e58-8707-857fe562c48e,2026-02-06 21:27:54.871000+09:00,2026-02-06 21:29:40.856000+09:00,33,3,30,103.42424242424242,mao-army-dashboard,,1.7664166666666667
claude,data_snapshot:prox-200-maki-20260319,5339dd76-732e-42c4-b341-6f42d8367a36,2026-02-09 00:14:44.443000+09:00,2026-02-09 00:22:35.799000+09:00,72,2,70,25.305555555555557,sample12,,7.855933333333334
claude,data_snapshot:prox-200-maki-20260319,53976946-e2cc-4ddf-850d-189ec883211e,2026-01-30 05:49:49.247000+09:00,2026-01-30 05:50:50.713000+09:00,18,1,17,16.444444444444443,Cinderella,,1.0244333333333333
claude,data_snapshot:prox-200-maki-20260319,542e949a-0c05-4614-89fd-03ead5eddac3,2026-02-10 22:44:31.693000+09:00,2026-02-10 22:51:00.215000+09:00,10,5,5,723.1,nannj,,6.475366666666667
claude,data_snapshot:prox-200-maki-20260319,54fa53b3-81fd-4c83-81e5-229fcdadcde5,2026-02-08 14:00:21.073000+09:00,2026-02-08 14:09:30.863000+09:00,77,2,75,75.1038961038961,sample09,,9.163166666666665
claude,data_snapshot:prox-200-maki-20260319,56ff5c9d-d10f-4525-aaa6-47dbb60ba4b0,2026-02-10 22:35:07.684000+09:00,2026-02-10 22:35:36.727000+09:00,5,2,3,259.4,nannj,,0.48405
claude,data_snapshot:prox-200-maki-20260319,58ec6d34-7904-4899-82b2-3d932d08e09c,2026-02-09 22:11:17.882000+09:00,2026-02-09 22:50:26.178000+09:00,231,8,223,111.68831168831169,zero-cc,,39.13826666666667
claude,data_snapshot:prox-200-maki-20260319,59353f0a-cc6c-4f16-9274-270433c42a19,2026-02-09 00:14:25.227000+09:00,2026-02-09 00:23:03.538000+09:00,41,4,37,578.3170731707318,sample12,,8.638516666666668
claude,data_snapshot:prox-200-maki-20260319,59ca7ef6-7594-41a4-9d00-f42ab7f401b5,2026-02-10 00:18:06.486000+09:00,2026-02-10 00:25:37.783000+09:00,23,8,15,261.4782608695652,article-writers,,7.5216166666666675
claude,data_snapshot:prox-200-maki-20260319,59d7762b-bfb4-4b56-9625-4276742bf422,2026-02-09 22:27:06.845000+09:00,2026-02-09 22:40:29.068000+09:00,51,20,31,604.0,last-train,,13.370383333333333
claude,data_snapshot:prox-200-maki-20260319,5ae1ccf9-7038-492d-90a5-60be4639ced6,2026-02-03 08:00:49.234000+09:00,2026-02-03 08:03:33.153000+09:00,64,6,58,26.4375,cbot,,2.7319833333333334
claude,data_snapshot:prox-200-maki-20260319,5b14d47b-e60a-4756-b65e-a4ec1ce9cdd8,2026-01-27 12:17:43.806000+09:00,2026-01-27 16:14:01.734000+09:00,323,21,302,58.18575851393189,cbot,,236.2988
claude,data_snapshot:prox-200-maki-20260319,5bcade7b-d79f-412e-98d7-098711daddaf,2026-02-07 19:38:05.970000+09:00,2026-02-07 19:50:25.895000+09:00,71,4,67,94.40845070422536,sample02,,12.332083333333333
claude,data_snapshot:prox-200-maki-20260319,5c1671c4-db8b-40af-8915-0e7a7d4a2c8b,2026-02-10 22:35:13.801000+09:00,2026-02-10 22:35:37.767000+09:00,4,2,2,269.25,nannj,,0.39943333333333336
claude,data_snapshot:prox-200-maki-20260319,5c4d071c-4f81-4622-8138-520bed0088a6,2026-02-01 06:43:29.411000+09:00,2026-02-01 06:47:24.954000+09:00,69,5,64,155.4927536231884,cbot,,3.9257166666666667
claude,data_snapshot:prox-200-maki-20260319,5cde7a06-9f42-4c8f-a82a-265b8925fd62,2026-02-07 16:21:29.516000+09:00,2026-02-07 16:22:06.227000+09:00,17,1,16,35.8235294117647,remotion-ex,,0.61185
claude,data_snapshot:prox-200-maki-20260319,5cedf7c8-fb63-4941-8538-9de2aea586e1,2026-02-01 06:33:02.633000+09:00,2026-02-01 06:33:07.453000+09:00,2,2,0,24.0,cbot,,0.08033333333333334
claude,data_snapshot:prox-200-maki-20260319,5e14efa8-ef56-4595-866f-9ec8d8bdb3dc,2026-02-09 21:59:30.132000+09:00,2026-02-09 22:06:20.849000+09:00,6,2,4,240.83333333333334,momu,,6.845283333333333
claude,data_snapshot:prox-200-maki-20260319,5e179230-cbca-4262-bb0d-2c8a7cf58663,2026-02-06 18:48:37.594000+09:00,2026-02-06 19:15:35.665000+09:00,102,6,96,101.19607843137256,cc-Agent-teams-sandbox,,26.96785
claude,data_snapshot:prox-200-maki-20260319,5e629a41-0b88-4943-9ba3-79e183b8102b,2026-02-02 19:47:06.520000+09:00,2026-02-02 19:49:06.223000+09:00,40,5,35,88.9,cbot,,1.99505
claude,data_snapshot:prox-200-maki-20260319,5ee4155f-c125-4e6f-9799-7e8d462ea9b3,2026-02-06 05:38:24.719000+09:00,2026-02-06 05:38:38.529000+09:00,4,1,3,101.75,claude-glm-actions-lab-sandbox,,0.23016666666666669
claude,data_snapshot:prox-200-maki-20260319,5f3863c9-6caf-4624-9d14-e9edb0356f3b,2026-02-03 20:47:04.291000+09:00,2026-02-03 20:58:11.037000+09:00,169,11,158,46.23076923076923,cbot,,11.112433333333334
claude,data_snapshot:prox-200-maki-20260319,5ff02133-8743-481b-b1cd-546687b832e9,2026-02-03 10:43:24.839000+09:00,2026-02-03 10:46:17.676000+09:00,64,7,57,15.984375,cbot,,2.8806166666666666
claude,data_snapshot:prox-200-maki-20260319,60967600-6fea-401c-829c-299e2454d5c3,2026-02-06 16:25:06.137000+09:00,2026-02-06 16:50:27.991000+09:00,66,22,44,375.43939393939394,cc-Agent-teams-sandbox,,25.364233333333335
claude,data_snapshot:prox-200-maki-20260319,60c01909-aa96-45f2-bd4a-e92e0de8f73f,2026-02-06 21:50:22.045000+09:00,2026-02-06 21:56:52.847000+09:00,97,10,87,180.5257731958763,cc-Agent-teams-sandbox,,6.513366666666667
claude,data_snapshot:prox-200-maki-20260319,60cd2980-b32c-4222-8ace-9b309de2857e,2026-02-06 23:02:35.003000+09:00,2026-02-06 23:13:47.684000+09:00,40,9,31,766.65,mao-army-dashboard,,11.211350000000001
claude,data_snapshot:prox-200-maki-20260319,61ad2a95-dc5d-4b13-b5e5-9e59de05b092,2026-02-04 02:43:35.606000+09:00,2026-02-04 02:45:08.364000+09:00,41,5,36,237.14634146341464,config,,1.5459666666666665
claude,data_snapshot:prox-200-maki-20260319,623ca270-dc6d-410f-967f-09a27069e477,2026-01-29 07:54:10.019000+09:00,2026-01-29 08:09:09.308000+09:00,75,4,71,137.08,Cinderella,,14.98815
claude,data_snapshot:prox-200-maki-20260319,646eff24-3688-4e87-abf5-0f0abce17c32,2026-02-06 21:50:16.883000+09:00,2026-02-06 21:56:51.686000+09:00,138,9,129,165.15217391304347,cc-Agent-teams-sandbox,,6.58005
claude,data_snapshot:prox-200-maki-20260319,6494abe7-dbab-401a-a063-af68dbed35b9,2026-02-05 22:16:18.324000+09:00,2026-02-05 23:43:56.704000+09:00,166,17,149,141.24096385542168,MultimediaOS-MUGEN,,87.63966666666667
claude,data_snapshot:prox-200-maki-20260319,65b311a8-3bc8-45e6-932d-2182783432ef,2026-02-09 22:57:10.384000+09:00,2026-02-09 23:04:16.262000+09:00,33,1,32,35.878787878787875,last-train,,7.097966666666666
claude,data_snapshot:prox-200-maki-20260319,65c79b41-3b19-4685-9291-67a97cf64c46,2026-02-09 02:43:39.632000+09:00,2026-02-09 02:43:39.635000+09:00,3,3,0,132.66666666666666,ctf-team,,5e-05
claude,data_snapshot:prox-200-maki-20260319,66158479-8326-4d5c-9db7-211f511703b6,2026-02-09 22:27:09.587000+09:00,2026-02-09 22:40:23.990000+09:00,48,23,25,766.2916666666666,last-train,,13.24005
claude,data_snapshot:prox-200-maki-20260319,671606b3-8cc8-4961-a8e9-f1583f8c908b,2026-02-04 22:00:56.838000+09:00,2026-02-05 00:28:31.920000+09:00,336,32,304,115.74404761904762,RECAPTOR,,147.5847
claude,data_snapshot:prox-200-maki-20260319,67e43f6a-7b61-4550-8693-74191b318547,2026-02-10 00:18:09.723000+09:00,2026-02-10 00:25:38.611000+09:00,8,2,6,161.0,article-writers,,7.481466666666666
claude,data_snapshot:prox-200-maki-20260319,67fb505c-d9b3-49fa-8b60-622d5eb466b3,2026-02-03 12:16:27.027000+09:00,2026-02-03 19:53:27.849000+09:00,244,12,232,136.60655737704917,cbot,,457.01370000000003
claude,data_snapshot:prox-200-maki-20260319,68124531-d0f6-4820-8d6d-84053a53702f,2026-02-06 21:05:29.255000+09:00,2026-02-06 21:29:26.302000+09:00,24,3,21,148.91666666666666,mao-army-dashboard,,23.950783333333334
claude,data_snapshot:prox-200-maki-20260319,6865601b-d836-460f-a9a7-e02e3eab9062,2026-02-09 23:29:30.236000+09:00,2026-02-09 23:38:36.514000+09:00,63,27,36,446.77777777777777,sat-cafe,,9.104633333333334
claude,data_snapshot:prox-200-maki-20260319,69b27fb2-cc65-4791-92a3-99af185349a2,2026-02-08 14:03:26.704000+09:00,2026-02-08 14:11:30.272000+09:00,92,1,91,21.52173913043478,sample10,,8.059466666666667
claude,data_snapshot:prox-200-maki-20260319,69cbd432-a7a0-4e37-ba98-97fed5f354b4,2026-02-10 01:07:25.990000+09:00,2026-02-10 01:18:11.697000+09:00,18,9,9,889.0,nannj,,10.761783333333334
claude,data_snapshot:prox-200-maki-20260319,6aca5326-7e06-43ac-a389-2635d3d51d92,2026-02-07 19:57:36.942000+09:00,2026-02-07 20:03:00.622000+09:00,88,2,86,64.88636363636364,sample02,,5.394666666666667
claude,data_snapshot:prox-200-maki-20260319,6adb1629-428c-41de-b6aa-e6baaa394df4,2026-02-06 00:45:49.103000+09:00,2026-02-06 01:45:33.499000+09:00,34,12,22,4086.735294117647,MultimediaOS-MUGEN,,59.73993333333333
claude,data_snapshot:prox-200-maki-20260319,6dac6bad-7aa9-4db8-9da1-8c752b8791fa,2026-02-07 19:57:40.956000+09:00,2026-02-07 20:06:15.674000+09:00,164,2,162,31.786585365853657,sample02,,8.578633333333332
claude,data_snapshot:prox-200-maki-20260319,6db81320-fc87-4b82-810e-95046be841ab,2026-02-05 01:15:01.613000+09:00,2026-02-05 01:16:59.292000+09:00,51,5,46,211.6078431372549,zero-cc,,1.9613166666666666
claude,data_snapshot:prox-200-maki-20260319,6dfb4193-6a19-42fb-b8aa-854e84f69024,2026-02-17 17:31:15.952000+09:00,2026-02-17 17:47:07.670000+09:00,21,3,18,113.23809523809524,OpenClaw-Alternatives,,15.861966666666666
claude,data_snapshot:prox-200-maki-20260319,6e870553-9c92-491a-a78e-0e9c034c749f,2026-02-09 23:22:03.356000+09:00,2026-02-09 23:23:23.029000+09:00,8,4,4,643.75,sat-cafe,,1.3278833333333333
claude,data_snapshot:prox-200-maki-20260319,6ebe63a5-0906-4b7f-af99-15292426276d,2026-02-11 00:37:32.713000+09:00,2026-02-11 02:39:48.230000+09:00,1000,24,976,63.613,clawra,,122.25861666666667
claude,data_snapshot:prox-200-maki-20260319,6ec7a366-7f1f-4c46-bfe2-051df40904a6,2026-02-08 05:19:34.650000+09:00,2026-02-08 05:29:21.967000+09:00,76,4,72,92.98684210526316,sample09,,9.788616666666666
claude,data_snapshot:prox-200-maki-20260319,6f14ebad-f49e-4757-9ce0-70adefc288a1,2026-01-30 04:45:18.970000+09:00,2026-01-30 04:49:23.162000+09:00,30,5,25,48.8,Cinderella,,4.069866666666667
claude,data_snapshot:prox-200-maki-20260319,6fbde4f3-06d9-4dd7-a7b5-f2abf4ed5ace,2026-02-12 21:45:27.078000+09:00,2026-02-12 21:57:34.065000+09:00,150,11,139,104.20666666666666,MysticLibrary,,12.116449999999999
claude,data_snapshot:prox-200-maki-20260319,705202ae-3654-4242-9d5a-95d0c6dd8047,2026-01-30 07:03:23.321000+09:00,2026-01-30 07:07:56.504000+09:00,100,7,93,120.32,Cinderella,,4.55305
claude,data_snapshot:prox-200-maki-20260319,70791fc8-ca4d-4e3d-ac0f-1147781e707b,2026-02-07 22:21:48.785000+09:00,2026-02-07 22:37:53.337000+09:00,184,19,165,209.9836956521739,sample04,,16.075866666666666
claude,data_snapshot:prox-200-maki-20260319,712e7945-a071-47f5-9190-24495d3e1eec,2026-02-06 05:35:18.984000+09:00,2026-02-06 05:35:43.282000+09:00,11,1,10,109.72727272727273,claude-glm-actions-lab-sandbox,,0.40496666666666664
claude,data_snapshot:prox-200-maki-20260319,72d2ebb0-59be-4fa9-93ed-ddf308a8ca31,2026-02-17 17:31:04.137000+09:00,2026-02-17 17:47:07.682000+09:00,24,3,21,96.04166666666667,OpenClaw-Alternatives,,16.059083333333334
claude,data_snapshot:prox-200-maki-20260319,72d98e6b-9f6c-4917-8684-59729207bf90,2026-02-10 00:18:14.251000+09:00,2026-02-10 00:25:38.369000+09:00,20,8,12,340.9,article-writers,,7.401966666666667
claude,data_snapshot:prox-200-maki-20260319,72fa0e38-4e10-49a4-9c15-6a82c9b927b5,2026-02-06 21:50:12.128000+09:00,2026-02-06 21:56:56.501000+09:00,124,6,118,115.19354838709677,cc-Agent-teams-sandbox,,6.7395499999999995
claude,data_snapshot:prox-200-maki-20260319,73ef3c77-f235-4854-a3cf-9f87536298d6,2026-02-08 14:03:58.637000+09:00,2026-02-08 14:48:09.932000+09:00,139,3,136,103.29496402877697,sample10,,44.188250000000004
claude,data_snapshot:prox-200-maki-20260319,74927a3c-4c34-4324-903c-2dd2c4ea5989,2026-02-10 00:16:27.129000+09:00,2026-02-10 00:43:59.727000+09:00,227,11,216,85.74449339207048,momu,,27.5433
claude,data_snapshot:prox-200-maki-20260319,75f83264-2dea-4d94-8da9-51707b760c2e,2026-02-08 14:03:51.015000+09:00,2026-02-08 14:14:33.825000+09:00,125,4,121,94.928,sample10,,10.7135
claude,data_snapshot:prox-200-maki-20260319,77442274-5c64-4829-bd9c-bac45de81bf2,2026-02-08 18:56:08.416000+09:00,2026-02-08 18:59:16.621000+09:00,39,2,37,91.58974358974359,sample11,,3.13675
claude,data_snapshot:prox-200-maki-20260319,7764337a-0faf-4b8f-b796-e5f0c1ade812,2026-02-03 05:43:55.816000+09:00,2026-02-03 05:44:59.479000+09:00,30,5,25,314.1666666666667,cbot,,1.06105
claude,data_snapshot:prox-200-maki-20260319,77adf7bc-2744-4859-b8ec-2e781eb70495,2026-02-06 01:20:29.478000+09:00,2026-02-06 01:21:38.221000+09:00,4,1,3,187.0,ai-werewolf-village-v2,,1.1457166666666665
claude,data_snapshot:prox-200-maki-20260319,782c5797-18f3-41a2-a439-1e9b8b10dab9,2026-02-07 19:27:41.522000+09:00,2026-02-07 19:27:54.010000+09:00,17,1,16,33.470588235294116,remotion-example,,0.20813333333333334
claude,data_snapshot:prox-200-maki-20260319,785ba017-6937-4445-b308-998e22093e44,2026-02-10 22:44:29.059000+09:00,2026-02-10 22:56:27.721000+09:00,17,8,9,307.70588235294116,nannj,,11.9777
claude,data_snapshot:prox-200-maki-20260319,78870a52-eb7a-4539-b5aa-86fc98597865,2026-02-08 13:59:12.902000+09:00,2026-02-08 14:18:59.230000+09:00,138,5,133,197.91304347826087,sample09,,19.772133333333333
claude,data_snapshot:prox-200-maki-20260319,78e38d85-8dba-4750-96d8-2a9fefbe4600,2026-01-29 10:29:43.358000+09:00,2026-01-29 10:41:15.849000+09:00,36,5,31,1055.4166666666667,Cinderella,,11.541516666666666
claude,data_snapshot:prox-200-maki-20260319,795a6629-787a-4c3d-abd8-5b1974268bde,2026-02-09 23:20:53.781000+09:00,2026-02-09 23:27:58.036000+09:00,84,21,63,141.02380952380952,sat-cafe,,7.070916666666666
claude,data_snapshot:prox-200-maki-20260319,79828d15-7ee3-4382-bd5c-def171e2d5ce,2026-02-10 23:13:21.602000+09:00,2026-02-10 23:22:40.068000+09:00,19,7,12,237.3684210526316,nannj,,9.307766666666668
claude,data_snapshot:prox-200-maki-20260319,7a268836-3ac8-41d0-bfb3-f9255df05b8f,2026-02-06 05:35:18.736000+09:00,2026-02-06 05:36:46.114000+09:00,25,1,24,252.16,claude-glm-actions-lab-sandbox,,1.4563
claude,data_snapshot:prox-200-maki-20260319,7a6e51fc-e44b-4673-b401-1fee0da0794f,2026-02-06 16:18:39.403000+09:00,2026-02-06 16:18:39.494000+09:00,2,1,1,19.0,maki,,0.0015166666666666666
claude,data_snapshot:prox-200-maki-20260319,7a7a95a7-817c-4607-8161-6810bf5c5752,2026-02-09 22:27:15.133000+09:00,2026-02-09 22:40:42.939000+09:00,30,15,15,697.3333333333334,last-train,,13.463433333333334
claude,data_snapshot:prox-200-maki-20260319,7b4e6257-0345-48ad-a08a-84781fb72d37,2026-02-06 02:05:28.563000+09:00,2026-02-06 02:05:28.566000+09:00,3,3,0,132.66666666666666,objective-function,,5e-05
claude,data_snapshot:prox-200-maki-20260319,7c16864d-214e-4a47-b853-eaf91b72eb8b,2026-02-06 23:02:52.562000+09:00,2026-02-06 23:33:56.685000+09:00,166,41,125,515.3734939759037,mao-army-dashboard,,31.068716666666667
claude,data_snapshot:prox-200-maki-20260319,7ca70225-35d8-46c5-8fed-f305829f66d7,2026-02-09 23:22:01.789000+09:00,2026-02-09 23:23:25.331000+09:00,32,5,27,206.6875,sat-cafe,,1.3923666666666668
claude,data_snapshot:prox-200-maki-20260319,7cd3d689-133a-4079-be44-d9cf24e41dcb,2026-02-06 21:49:03.826000+09:00,2026-02-06 22:04:23.757000+09:00,243,44,199,147.58024691358025,cc-Agent-teams-sandbox,,15.332183333333335
claude,data_snapshot:prox-200-maki-20260319,7d0100a4-1404-4ebb-8253-8bb42a46725a,2026-02-07 19:28:53.856000+09:00,2026-02-07 19:29:46.805000+09:00,24,4,20,71.66666666666667,sample02,,0.8824833333333333
claude,data_snapshot:prox-200-maki-20260319,7e5ac6c6-0963-40b1-89ae-f0903e953474,2026-02-09 23:29:26.585000+09:00,2026-02-09 23:38:57.317000+09:00,76,36,40,406.5657894736842,sat-cafe,,9.5122
claude,data_snapshot:prox-200-maki-20260319,7eadb905-a96e-47c4-a703-308a615cecfa,2026-02-09 22:51:36.559000+09:00,2026-02-09 22:54:31.850000+09:00,28,5,23,305.35714285714283,sat-cafe,,2.9215166666666668
claude,data_snapshot:prox-200-maki-20260319,7ee2b1ee-60ee-498f-ab79-d8db790713a9,2026-01-29 19:39:55.067000+09:00,2026-01-29 19:44:38.526000+09:00,92,5,87,141.91304347826087,Cinderella,,4.724316666666667
claude,data_snapshot:prox-200-maki-20260319,7f2f2a19-5941-4c90-b5aa-ddf639838fa1,2026-02-07 23:16:56.520000+09:00,2026-02-07 23:46:11.455000+09:00,89,20,69,314.9325842696629,sample05,,29.248916666666666
claude,data_snapshot:prox-200-maki-20260319,7fc24c07-f4ed-40f9-8b86-16902e8f3e8f,2026-02-12 22:46:51.711000+09:00,2026-02-12 23:12:20.503000+09:00,262,11,251,282.8435114503817,MysticLibrary,,25.479866666666666
claude,data_snapshot:prox-200-maki-20260319,7fdab678-00e9-4ca1-b8ab-1e461829dee0,2026-02-09 23:28:47.692000+09:00,2026-02-10 00:07:22.355000+09:00,328,48,280,179.14634146341464,sat-cafe,,38.57771666666667
claude,data_snapshot:prox-200-maki-20260319,81ed30ee-bfdb-4b4b-8deb-ae3306ae0091,2026-02-07 02:52:25.725000+09:00,2026-02-07 03:25:58.136000+09:00,194,6,188,139.62886597938143,Tidefront-Fleetline,,33.54018333333333
claude,data_snapshot:prox-200-maki-20260319,8319a475-739e-4ea9-b84d-52f12693f080,2026-02-21 20:58:40.137000+09:00,2026-02-21 20:59:37.303000+09:00,21,4,17,31.285714285714285,ai-agent-desktop-ubuntu,,0.9527666666666667
claude,data_snapshot:prox-200-maki-20260319,833f2168-efff-4a22-a4cb-eebe1405e643,2026-02-17 00:06:14.511000+09:00,2026-02-17 00:06:35.799000+09:00,5,1,4,25.0,happy-cli,,0.3548
claude,data_snapshot:prox-200-maki-20260319,83cc6c93-fa07-4926-8238-f7e39cd2bb84,2026-02-06 20:53:10.311000+09:00,2026-02-06 21:00:01.686000+09:00,54,3,51,53.333333333333336,mao-army-dashboard,,6.85625
claude,data_snapshot:prox-200-maki-20260319,84574285-30a9-44fa-88ac-cff30336d554,2026-02-08 02:15:40.102000+09:00,2026-02-08 03:04:29.520000+09:00,261,12,249,187.91570881226053,sample07,,48.82363333333333
claude,data_snapshot:prox-200-maki-20260319,84aa2d7c-8f39-4c27-945a-2b4967689d9f,2026-02-07 02:35:52.163000+09:00,2026-02-07 03:10:33.392000+09:00,204,10,194,50.044117647058826,claude-glm-actions-lab-sandbox,,34.687149999999995
claude,data_snapshot:prox-200-maki-20260319,84edd330-12b7-4181-b0f1-866b2da1d91d,2026-01-30 06:10:49.583000+09:00,2026-01-30 07:02:08.739000+09:00,267,19,248,885.9250936329588,Cinderella,,51.319266666666664
claude,data_snapshot:prox-200-maki-20260319,863ff32a-4553-41c4-9bea-78ee93849ed0,2026-02-03 08:18:46.860000+09:00,2026-02-03 08:24:33.687000+09:00,88,8,80,87.69318181818181,cbot,,5.78045
claude,data_snapshot:prox-200-maki-20260319,87acec35-2574-4e1d-ac49-86e637f06a30,2026-02-10 23:13:17.766000+09:00,2026-02-10 23:22:37.357000+09:00,25,7,18,90.04,nannj,,9.326516666666667
claude,data_snapshot:prox-200-maki-20260319,882484a2-0c2a-4019-8508-d3599e623083,2026-02-07 02:52:34.847000+09:00,2026-02-07 03:21:12.491000+09:00,82,4,78,104.70731707317073,Tidefront-Fleetline,,28.6274
claude,data_snapshot:prox-200-maki-20260319,890028f8-f86c-4cb6-8b0a-7cc4dcb23a61,2026-02-06 21:29:18.142000+09:00,2026-02-06 21:35:19.865000+09:00,65,5,60,156.73846153846154,claude-glm-actions-lab-sandbox,,6.028716666666667
claude,data_snapshot:prox-200-maki-20260319,899660d3-6bb9-4e9e-b42d-8326fe65bfb2,2026-02-04 04:25:51.378000+09:00,2026-02-04 04:26:31.945000+09:00,20,2,18,516.3,Cinderella,,0.6761166666666667
claude,data_snapshot:prox-200-maki-20260319,899b7779-6eae-419d-9835-224905d79ac8,2026-02-06 00:41:42.824000+09:00,2026-02-06 00:42:44.012000+09:00,39,5,34,258.6666666666667,Cinderella,,1.0198
claude,data_snapshot:prox-200-maki-20260319,89f654a0-47a5-479d-b6ef-dcf9d9c668bd,2026-02-09 23:22:02.633000+09:00,2026-02-09 23:23:15.330000+09:00,8,4,4,708.125,sat-cafe,,1.2116166666666668
